2.011549949645996,29.25
3.0230164527893066,22.75
4.037635326385498,23.25
5.0515100955963135,24.25
6.064057111740112,24.25
7.076982736587524,23.5
8.087204933166504,23.0
9.089953899383545,23.75
10.104902029037476,23.5
11.106351852416992,24.25
12.121692419052124,22.75
13.134579181671143,22.75
14.144490718841553,23.0
15.150502681732178,23.25
16.165361404418945,24.25
17.193148612976074,24.0
18.19571089744568,24.0
19.1974093914032,23.0
20.202850580215454,24.0
21.2045156955719,22.75
22.230772733688354,22.5
23.238829851150513,22.5
24.249696254730225,22.75
25.252814054489136,23.75
26.26126003265381,24.0
27.27030849456787,23.75
28.27291989326477,22.5
29.279632091522217,23.0
30.291040182113647,24.0
31.294939756393433,22.0
2.0149471759796143,29.25
3.016767978668213,23.0
4.024036884307861,20.5
5.034104585647583,21.25
2.0149471759796143,29.25
3.016767978668213,23.0
4.024036884307861,20.5
5.034104585647583,21.25
6.039952754974365,23.75
7.053016662597656,23.0
2.0149471759796143,29.25
3.016767978668213,23.0
4.024036884307861,20.5
5.034104585647583,21.25
6.039952754974365,23.75
7.053016662597656,23.0
8.06616759300232,15.25
9.075694799423218,20.25
2.0149471759796143,29.25
3.016767978668213,23.0
4.024036884307861,20.5
5.034104585647583,21.25
6.039952754974365,23.75
7.053016662597656,23.0
8.06616759300232,15.25
9.075694799423218,20.25
10.09027624130249,21.75
11.092404127120972,19.5
4.024036884307861,20.5
5.034104585647583,21.25
6.039952754974365,23.75
7.053016662597656,23.0
8.06616759300232,15.25
9.075694799423218,20.25
10.09027624130249,21.75
11.092404127120972,19.5
12.103947639465332,20.75
13.118462085723877,17.5
6.039952754974365,23.75
7.053016662597656,23.0
8.06616759300232,15.25
9.075694799423218,20.25
10.09027624130249,21.75
11.092404127120972,19.5
12.103947639465332,20.75
13.118462085723877,17.5
14.129254817962646,20.75
15.131473541259766,21.0
8.06616759300232,15.25
9.075694799423218,20.25
10.09027624130249,21.75
11.092404127120972,19.5
12.103947639465332,20.75
13.118462085723877,17.5
14.129254817962646,20.75
15.131473541259766,21.0
16.137369871139526,20.5
17.150929927825928,20.25
10.09027624130249,21.75
11.092404127120972,19.5
12.103947639465332,20.75
13.118462085723877,17.5
14.129254817962646,20.75
15.131473541259766,21.0
16.137369871139526,20.5
17.150929927825928,20.25
18.16704797744751,20.75
19.170413732528687,24.5
0.0,16.0
0.05233931541442871,34.0
0.11093020439147949,38.0
0.16262221336364746,43.0
0.288799524307251,42.0
0.7792847156524658,1.0
1.2931482791900635,47.0
1.7810447216033936,-3.0
2.308288097381592,-7.0
2.7794854640960693,7.0
3.2807681560516357,17.0
3.7868590354919434,0.0
4.290627717971802,0.0
4.783246994018555,8.0
5.267025947570801,16.0
5.79935884475708,44.0
